IdVenta,IdCliente,IdProducto,Precio,Cantidad
22475,444,42823,904.42,20
22501,916,42942,274900,2
22570,1608,42967,336500,3
22576,339,42979,113,20
22597,1622,42871,56000,2
22641,958,42899,199,20
22642,267,42906,32100,1
22757,1363,42895,51500,2
22776,851,42931,324,20
22835,2650,43022,422,20
22879,280,42872,560,20
22893,852,43043,1159,30
22953,234,42852,15200,1
23035,3353,42974,21400,2
23061,1144,43042,112100,2
23068,3019,43026,530,20
23120,1110,42888,49800,2
23139,992,42786,795.74,20
23296,1643,42967,3365,20
23301,30,42994,579,20
23307,1025,42975,215,20
23335,3350,42818,190762,3
23373,373,42810,128282,3
23430,1638,42878,56000,1
23452,1501,42904,13500,2
23485,390,42921,75600,3
23574,1872,42771,2554.2,20
23628,132,42813,37796,1
23689,538,42865,199,30
23697,229,42905,45600,3
23710,2820,42943,219000,2
23715,1730,42900,24500,2
23719,2652,42912,1654,20
23720,1636,42899,19900,2
23748,881,42962,224100,2
23793,2871,42884,498,20
23843,616,42767,3485.68,30
23875,1430,42872,56000,3
23876,1188,42835,81884,1
23912,556,42914,148900,3
23933,2782,42903,269,30
23939,2758,42984,258,20
23956,628,42953,3620,20
23957,881,42962,2241,20
23969,2708,42965,2281,20
24032,2996,42846,2846.58,30
24036,436,42864,19900,1
24073,132,42813,377.96,30
24095,321,42874,56000,3
24104,274,42866,199,20
24114,671,42861,54200,3
24139,60,42901,19600,3
24148,1385,42900,24500,2
24276,1355,42945,321000,1
24298,3184,42780,4028.86,30
24301,1377,42765,193842,2
24324,380,42839,35332,3
24331,29,42859,610,20
24371,2902,42913,1357,20
24433,1794,43025,55000,1
24471,2976,42793,871.86,20
24529,905,42772,656986,2
24576,1598,42876,560,20
24589,1338,42913,135700,2
24705,3029,42853,727,30
24785,1092,42884,49800,1
24818,3023,42873,560,20
24823,733,42915,176500,2
24824,3087,42909,150000,2
24878,746,42996,518,30
24914,196,43019,41300,2
24924,1178,42822,81686,2
24960,9,42846,284658,2
24973,935,42794,30536,1
25020,1144,42798,1556.28,20
25058,1112,42905,45600,2
25160,3291,43028,942,20
25319,3242,42928,123,20
25356,1848,42980,11400,3
25369,1822,42980,11400,2
25387,828,42960,4125,30
25405,39,43019,41300,2
25415,1072,42967,3365,20
25418,1178,42822,816.86,20
25426,576,43022,422,20
25486,177,42815,599.5,20
25518,1379,42877,56000,2
25535,205,42838,897.38,20
25542,1336,42867,199,20
25567,854,42925,300,1
25584,569,42913,135700,1
25605,1534,42965,2281,20
25693,806,43000,374,20
25708,2709,42769,3039.08,20
25716,289,42777,2557.5,30
25729,1425,42818,190762,2
25749,1237,42861,542,20
25751,2951,42843,68420,3
25786,851,42894,51500,2
25807,2671,42908,147800,1
25810,1147,42906,32100,1
25822,2933,42948,2786,20
25861,1227,43002,414,30
25878,2906,43019,413,20
25881,2881,43037,113700,2
25901,576,43022,42200,1
25928,1192,42848,158800,1
25934,1105,42950,2603,20
25993,2719,42884,49800,2
26000,892,42870,178,30
26043,11,42943,2190,30
26057,3004,42917,1351.35,2
26068,3245,42969,3839,20
26079,2784,43001,625,200
26087,170,42983,354,30
26122,2797,43027,461,20
26127,1187,43032,953,20
26140,184,42754,1237.5,20
26228,1063,42869,19900,2
26242,2904,42835,81884,1
26266,2936,42859,610,30
26310,2781,43002,414,20
26341,1193,42971,2762,20
26352,1624,43036,744,30
26405,1430,42821,653.62,20
26463,874,42775,320606,3
26476,178,42871,56000,3
26483,1649,42838,89738,3
26561,1094,43005,42100,1
26586,2940,42969,3839,20
26626,177,42956,209300,1
26631,184,42754,123750,3
26650,3363,42772,6569.86,20
26665,1141,42982,1300,2
26672,1038,42797,4845.5,20
26680,2620,42779,955504,2
26741,3362,42846,284658,1
26777,1656,42890,515,30
26790,721,43012,51000,1
26791,1543,43004,373,30
26852,1846,43037,113700,2
26863,2897,43043,1159,30
26866,936,42770,359722,1
26934,2846,42755,107932,2
26946,2772,42826,537.24,20
26980,1659,42827,51238,2
26998,2936,42859,61000,1
27053,169,43000,37400,3
27088,2805,43019,41300,1
27097,384,43036,74400,1
27109,178,42976,21600,3
27117,1373,42852,15200,2
27132,540,42788,421.96,20
27200,2982,42833,819.06,20
27203,3032,42856,48100,2
27317,2910,42994,57900,2
27385,2842,42955,2366,20
27457,1397,42819,86042,2
27511,57,42905,456,30
27539,804,42952,397800,3
27542,2454,42953,3620,30
27545,1117,43007,407,30
27625,669,42983,35400,3
27631,2635,43022,422,30
27697,321,42880,560,20
27706,1159,42821,65362,2
27719,1171,42823,90442,2
27762,1601,42948,278600,2
27769,2944,42900,245,30
27806,1834,42994,579,30
27839,1547,43023,64300,3
27863,1275,43032,953,20
27895,1351,42944,3686,20
27907,2967,43032,953,30
27926,1325,42816,1254.88,20
27935,1713,42785,1597.42,20
27942,1626,42873,56000,2
27968,24,42842,35332,2
27996,467,42945,3210,20
28089,1285,42763,2118.38,30
28102,3361,42876,56000,3
28132,2789,42898,51500,2
28133,1557,42908,147800,2
28134,175,42928,12300,2
28135,511,42991,438,20
28167,908,42797,4845.5,30
28172,1432,42829,906.18,20
28185,1847,42848,158800,2
28191,3159,42872,56000,2
28240,1115,42895,51500,1
28265,1064,42957,278900,2
28270,3359,42996,51800,3
28293,294,42956,2093,20
28294,2906,42955,2366,20
28295,2684,42987,456,20
28296,536,43012,510,20
28301,1646,42974,214,20
28395,1473,42763,2118.38,20
28416,692,42756,63866,3
28420,642,42845,823.24,20
28443,1285,42855,113000,1
28445,2954,42859,61000,3
28473,1826,42948,2786,20
28624,1156,42829,90618,1
28652,1374,42788,421.96,20
28654,1604,42812,376.64,20
28670,311,42801,280280,1
28726,1514,42922,74100,1
28743,1826,42944,3686,30
28752,836,42885,49800,3
28786,1762,42991,43800,2
28790,1737,42953,3620,30
28801,2703,42951,304300,2
28806,1840,42951,304300,1
28825,1147,43037,1137,20
28827,462,43025,55000,3
28839,135,42783,245234,1
28840,1443,42788,421.96,20
28846,620,42755,1079.32,20
28853,317,42854,111500,2
28859,1717,42902,25800,20
28910,1138,42787,136642,2
28925,3041,42798,1556.28,20
28938,2788,42864,19900,1
28944,346,42858,50500,2
28960,385,42865,199,20
28998,828,42912,165400,1
29020,356,42943,219000,1
29043,1101,42991,438,30
29065,1165,42977,11100,2
29110,3041,42990,353,30
29124,1056,42828,90618,2
29145,3406,42964,282400,1
29208,911,42853,72700,2
29212,1532,42847,284658,2
29218,159,42842,35332,20
29238,1873,42901,19600,3
29261,2956,42888,498,30
29267,1309,42926,79,30
29297,1736,42985,1456,20
29330,2640,43043,115900,1
29379,1683,42883,49800,2
29412,3333,42788,42196,2
29449,1821,42881,498,20
29530,1309,42926,7900,2
29601,770,43039,815,30
29643,3127,43006,51900,2
29673,890,42767,3485.68,30
29688,856,42759,180048,3
29791,1423,42930,156,30
29801,275,43000,37400,1
29812,132,43010,38700,2
29813,24,42969,383900,2
29937,856,42810,1282.82,20
29993,525,42880,56000,2
30002,679,42868,19900,2
30006,3005,42836,82324,2
30012,2889,42914,148900,1
30087,2987,42985,1456,20
30097,727,43036,744,20
30098,3360,43018,43700,2
30134,1409,42831,36960,1
30141,913,43013,354,20
30178,3203,42782,3373.92,20
30203,1628,42795,54318,3
30224,3142,42837,43032,1
30240,725,42834,81884,2
30260,466,42846,284658,2
30300,1668,42897,51500,2
30322,1086,43007,40700,3
30329,1430,42954,255400,2
30335,1581,43013,35400,3
30376,79,42859,61000,2
30382,559,42948,278600,2
30421,1200,42907,45600,2
30447,1864,42797,484550,3
30456,654,42768,192368,2
30485,3169,42836,823.24,20
30501,638,42823,90442,3
30511,185,42923,753,20
30520,2651,42913,1357,20
30543,1846,42934,178900,2
30549,636,42893,51500,2
30552,3095,42993,507,20
30576,440,43005,421,20
30637,1542,42924,62500,2
30648,486,42780,402886,3
30662,2816,42921,75600,3
30712,694,42791,25828,2
30748,1095,42853,727,20
30750,1629,42841,35332,2
30781,109,42926,79,20
30793,1806,42912,165400,2
30828,3125,42979,11300,2
30833,2969,42997,485,20
30864,1230,42860,587,30
30878,1319,42932,156,30
30890,896,43012,510,20
30965,576,42799,1536.04,30
31005,3177,42857,54200,3
31126,655,42829,906.18,20
31147,284,42817,813.12,20
31168,561,42961,286700,2
31210,2933,42848,158800,1
31264,340,42929,321,20
31294,138,43015,483,30
31315,3065,42985,1456,20
31321,3031,43031,119100,1
31339,3199,43026,53000,1
31360,3102,42847,284658,2
31412,377,42799,1536.04,20
31433,805,42877,560,30
31446,396,42833,819.06,20
31486,2851,42919,654,20
31508,1846,42934,178900,2
31523,3305,42952,3978,30
31604,400,42986,35400,1
31656,782,42787,136642,2
31668,576,42799,1536.04,30
31683,3103,42875,56000,3
31721,2851,42919,65400,2
31728,109,42926,79,20
31766,692,42966,341500,2
31797,597,43041,779,20
31810,863,42757,178442,2
31817,1868,42861,542,30
31836,390,42789,21802,2
31867,377,42799,153604,1
31884,374,42783,245234,1
31921,1019,42850,27900,1
31967,1240,42912,165400,2
31973,943,42900,24500,3
31999,1170,42972,2741,20
32024,897,42989,41300,2
32033,571,43018,43700,2
32100,2876,42778,2807.64,20
32179,3181,42905,45600,2
32185,585,42909,1500,20
32213,176,42968,344500,2
32247,2716,43030,117500,1
32260,459,43028,942,20
32343,2742,42795,543.18,30
32360,1766,42779,955504,2
32422,142,42933,115400,2
32521,3146,42963,2355,30
32530,1175,42921,75600,1
32539,656,43024,508,30
32555,1462,42846,2846.58,30
32613,1635,42860,58700,1
32715,2800,42954,2554,30
32820,573,42916,135600,2
32898,408,42829,906.18,30
32921,597,42845,82324,2
32928,556,42896,515,20
33013,661,43030,1175,20
33095,806,42818,190762,3
33119,48,42785,159742,10
33125,16,42796,45782,2
33208,1513,42965,2281,30
33217,2579,42960,4125,20
33223,598,42991,43800,3
33244,1868,43034,100400,2
33253,929,43039,81500,2
33256,1032,43021,43500,2
33318,3043,42950,2603,20
33354,579,42777,255750,2
33371,1811,42768,192368,2
33373,1119,42847,284658,2
33383,2806,42831,369.6,20
33435,2958,42891,51500,3
33464,12,42919,654,30
33476,1235,42971,2762,30
33511,3158,43024,50800,3
33569,1428,43018,43700,1
33600,1334,42952,3978,20
33627,839,42786,79574,1
33691,244,42918,789,20
33730,341,42967,3365,30
33863,438,42989,413,30
33888,2704,42737,1658,30
33900,3162,42792,47982,2
33943,1342,42878,56000,2
33944,258,42929,32100,1
34026,2676,43009,563,20
34077,532,42824,584.76,20
34089,3216,42959,414100,1
34100,1428,42766,701162,3
34175,1045,42859,610,30
34245,284,42893,515,30
34287,3069,42971,2762,20
34417,3010,42758,1819.18,30
34437,386,42867,19900,2
34466,334,42820,652.74,30
34505,492,42889,515,30
34538,2572,42971,2762,20
34608,423,42769,3039.08,20
34609,576,42866,199,20
34707,1747,42835,81884,1
34814,1641,43031,119100,2
34827,1500,43018,437,30
34850,753,42872,56000,2
34872,2884,42969,383900,3
34972,286,42893,51500,3
34974,1353,42945,3210,20
35006,1289,43000,37400,2
35077,2982,42799,1536.04,20
35141,377,42780,4028.86,30
35148,3063,42801,2802.8,20
35162,2789,42852,152,20
35208,3322,42921,756,30
35263,1092,43007,407,30
35307,1849,42931,32400,2
35321,583,42888,498,20
35325,2987,42930,156,20
35348,741,43014,502,30
35369,317,42810,128282,2
35381,49,42794,305.36,20
35393,1530,42831,36960,1
35440,1779,42908,1478,20
35468,842,42887,49800,2
35492,3221,42956,209300,3
35494,2798,42981,52,20
35525,3309,42962,224100,2
35596,58,42756,63866,3
35671,677,42858,50500,3
35698,900,42939,291500,2
35708,401,42930,156,20
35716,2536,42898,515,20
35778,871,42964,282400,2
35779,993,42987,456,20
35792,713,43042,112100,3
35803,1734,43020,562,20
35879,373,42779,955504,1
35905,1423,42873,56000,1
35970,1638,42898,51500,2
35976,797,42926,7900,1
35988,1006,42904,13500,1
36062,900,43034,100400,1
36078,1116,42824,584.76,20
36089,2562,42824,584.76,30
36172,1415,42864,19900,2
36195,382,42858,50500,2
36201,334,42820,65274,3
36202,430,42819,860.42,20
36260,2942,42998,529,20
36291,539,42979,113,20
36318,781,43023,64300,1
36319,1146,43043,1159,20
36341,483,42868,19900,2
36363,3165,43025,55000,2
36371,1221,42810,128282,1
36378,291,42759,1800.48,20
36386,1119,42813,377.96,30
36439,164,42898,51500,2
36447,3033,42942,2749,30
36489,417,42973,123,30
36534,1881,42925,300,2
36551,1588,42891,515,20
36629,1799,42835,818.84,20
36685,3333,42966,3415,30
36712,741,42967,336500,3
36781,1540,42906,32100,2
36792,3165,43025,55000,3
36809,639,42790,762.96,30
36833,1578,42840,35332,1
36858,1584,42861,54200,2
36891,2579,42900,24500,2
36897,2925,42891,515,20
36901,39,42923,75300,2
36905,1296,42988,59800,1
36936,1490,42988,59800,2
36937,3063,43015,483,30
36955,2939,43030,1175,30
36979,55,43042,112100,3
36982,896,43002,41400,3
37011,1540,42906,321,20
37101,615,42885,498,20
37142,2945,42958,376300,2
37148,2795,42968,3445,20
37176,3159,43018,43700,1
37177,1413,43024,508,20
37189,1444,42955,236600,1
37201,1657,42819,86042,10
37306,2965,42915,176500,1
37372,1849,42980,114,300
37389,333,42963,2355,20
37441,1476,42791,25828,3
37473,1862,42786,795.74,20
37487,2819,42812,37664,1
37512,3095,42838,89738,2
37562,437,42941,2971,20
37580,1286,42956,2093,30
37610,1234,42979,113,30
37612,301,43030,117500,2
37615,885,43027,46100,2
37665,1289,42857,54200,3
37691,1374,42757,178442,1
37700,291,42759,180048,3
37724,426,42871,56000,2
37769,634,42909,1500,20
37791,1673,42923,753,20
37839,1252,42965,2281,20
37848,1262,43018,437,20
37940,1142,42831,36960,10
37978,110,42898,515,30
38058,1312,42737,165800,3
38068,27,42766,7011.62,20
38087,326,42902,258,20
38105,1524,42787,1366.42,20
38143,846,42819,86042,2
38145,681,42853,72700,3
38191,951,42919,65400,2
38209,3333,42966,341500,2
38220,2948,42997,48500,2
38232,1087,43012,51000,1
38292,1009,42975,215,30
38403,1757,42844,181038,2
38404,2847,42823,90442,2
38465,2428,42951,3043,30
38563,2570,43017,358,30
38630,1866,42799,1536.04,20
38672,918,42823,90442,1
38734,3351,42934,1789,30
38807,1206,43017,358,20
38832,939,42796,457.82,20
38859,1765,42779,9555.04,20
38876,2948,42812,37664,2
38892,2638,42772,656986,1
38907,5,42864,19900,2
38919,490,42826,53724,3
39051,3000,43037,1137,20
39099,1794,42795,54318,1
39140,1578,42754,123750,3
39229,854,42886,498,20
39255,2941,42941,2971,30
39279,2848,43002,41400,2
39337,2438,42883,498,20
39342,2463,42833,819.06,20
39345,2855,43011,387,30
39374,2778,43017,35800,1
39399,1038,42933,115400,3
39404,2646,42958,376300,3
39434,782,42762,2106.06,30
39448,3388,42781,2098.8,20
39498,2785,42886,498,30
39552,1700,42979,113,20
39565,1143,42979,11300,1
39672,905,42971,276200,2
39680,2906,42816,1254.88,20
39691,1231,42816,125488,2
39698,46,42801,2802.8,20
39711,583,42865,19900,3
39728,1511,42867,199,20
39793,1614,42963,235500,2
39810,85,43035,115900,3
39836,1330,42851,13700,2
39877,70,42974,21400,2
39934,725,42836,82324,2
40074,2875,42784,1748.78,20
40176,1194,42919,65400,2
40190,2744,42936,354900,3
40202,782,42969,3839,30
40324,3248,42858,50500,3
40332,622,42824,58476,2
40345,909,42850,27900,2
40359,790,42821,65362,2
40361,949,42837,43032,1
40391,2976,42902,25800,1
40460,1802,42896,51500,2
40484,3397,42985,145600,2
40498,3066,42854,111500,2
40570,157,42870,17800,2
40613,2869,42896,51500,3
40621,377,42935,2456,30
40653,921,42981,5200,1
40659,2814,42998,529,20
40670,969,42993,507,20
40687,256,43008,38900,3
40696,1552,43032,95300,2
40698,776,43028,94200,2
40701,1504,43036,74400,2
40707,53,43023,643,20
40734,16,42954,2554,200
40751,416,42922,74100,1
40792,1241,42796,457.82,20
40863,2690,42896,51500,2
40868,1186,42887,49800,1
40878,3247,42885,49800,2
40930,3165,43020,562,30
40964,1580,42777,255750,3
40976,387,42884,498,20
40981,1153,42931,32400,2
41001,1709,42813,377.96,30
41006,903,42767,348568,2
41068,1114,42864,199,20
41072,3279,42940,2162,20
41153,3218,43041,77900,1
41157,2887,43035,115900,1
41182,1673,42874,56000,1
41329,2816,42935,245600,3
41386,1789,43031,119100,2
41451,671,42766,701162,3
41454,673,42781,2098.8,20
41499,2771,42862,512,20
41513,1283,42862,512,20
41523,649,42875,56000,2
41529,1764,42870,17800,2
41534,729,42891,515,30
41680,3256,42794,305.36,30
41751,2736,42825,554.18,30
41769,3280,42858,505,30
41831,268,43013,354,20
41845,1066,42968,344500,2
41865,1552,42970,3001,20
41877,1448,43042,112100,2
41900,1135,42869,199,30
41918,530,42796,457.82,20
41935,1519,42961,2867,20
42027,917,42836,82324,3
42030,1438,42924,62500,2
42054,636,42937,24580000,3
42122,2897,43042,1121,20
42136,2756,42845,82324,3
42140,3366,43026,53000,2
42141,177,43029,1094,30
42157,3218,42973,123,20
42190,1523,42765,193842,2
42265,3227,42844,181038,2
42295,3017,42944,368600,1
42298,370,42931,32400,2
42378,2151,42875,56000,1
42397,344,42981,5200,10
42487,2029,42886,49800,1
42520,955,42757,1784.42,20
42579,963,42835,818.84,20
42621,363,42982,13,20
42659,1379,42950,2603,20
42669,971,42965,2281,30
42736,550,42924,625,30
42768,3378,42909,150000,3
42815,583,42911,178900,3
42824,2553,42908,147800,2
42875,1438,43012,510,20
42881,1190,42882,498,20
42882,103,42933,1154,20
43004,1672,42946,2173,20
43123,2780,43004,373,30
43144,2452,42847,2846.58,30
43145,145,42885,49800,2
43146,636,42826,53724,2
43209,280,42898,51500,3
43217,1566,42939,291500,1
43257,1327,42868,199,20
43294,2932,42789,21802,2
43305,1117,42849,154200,1
43319,2205,42850,279,20
43336,3309,42854,1115,20
43341,2646,42777,255750,2
43395,194,42937,2458,30
43412,528,42868,199,20
43424,2700,42813,377.96,20
43425,3245,42914,148900,2
43508,381,42899,19900,3
43531,3142,43038,116300,2
43552,528,42988,598,20
43570,3180,42865,199,30
43608,879,42983,35400,1
43633,1625,43023,643,20
43646,2966,42786,79574,1
43803,1680,42868,19900,1
43825,3003,42762,210606,1
43882,690,42926,79,20
43929,1852,42762,210606,2
43952,442,43031,1191,20
44028,1547,42980,114,20
44056,1704,42949,20150000,1
44058,696,43005,421,30
44140,1532,42852,152,20
44168,57,42879,56000,20
44184,1668,42888,49800,2
44209,33,42760,163724,2
44361,1523,42756,638.66,20
44374,345,43010,387,20
44438,1279,42973,123,20
44621,535,42865,19900,3
44661,1699,43035,1159,30
44662,906,42801,2802.8,20
44679,2399,42896,51500,3
44685,3337,42854,111500,3
44717,148,42855,1130,20
44748,524,42995,36400,2
44788,1385,42831,369.6,30
44929,1160,42870,178,20
44938,676,42841,35332,2
44942,1305,42768,1923.68,20
44987,343,42988,598,20
45001,435,42857,542,20
45017,2693,42847,284658,3
45214,223,42863,398,20
45290,1463,42766,701162,3
45297,1952,42921,756,30
45316,152,42863,39800,2
45357,1444,42988,59800,2
45423,2004,43033,118200,2
45512,122,42895,51500,1
45531,1394,43043,115900,2
45599,836,42901,196,30
45613,1480,42760,163724,2
45626,1697,43007,40700,3
45704,294,43021,43500,3
45765,630,43015,483,20
45774,1697,42914,148900,3
45805,1730,42909,1500,20
45842,985,42796,457.82,20
45849,3271,42831,369.6,30
45869,126,42796,45782,2
45891,2162,42830,486.42,20
45934,2089,42914,1489,20
45955,3365,42810,1282.82,20
45972,305,42853,72700,3
45999,844,42886,498,20
46039,1343,43032,953,20
46230,1055,42875,56000,2
46349,721,42958,3763,20
46386,2009,42825,554.18,20
46486,2229,43029,109400,2
46501,1328,42869,19900,2
46648,1495,42998,529,30
46788,1821,42939,2915,20
47034,1462,43031,1191,20
47343,16,42826,537.24,20
47521,8,42773,870364,1
47558,838,42972,2741,20
47582,342,42766,7011.62,20
47583,126,42969,3839,20
47622,455,42954,2554,20
47760,2662,42928,123,20
47833,526,42842,353.32,20
47878,1440,42968,344500,2
